target,text,reason,lang_reason
0,"@semipenguin they are gone after I restarted TwetDeck  , and I wanted to follow  the peeps that I got posted frommy friends :/",,
0,@pinguprue awwwwwwwwww Nooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!!  thats awful ,,
4,"lazyness on a sunday? oh, yeah! see y'all l8r ",,
4,Long night of partying aheadddddddddd. Love you laura ,,
0,"sore throat  i sang too much yesterday, lol. its true.",,
0,"home alone for the third night in a row  upside, a sweet dinner is in the making!",,
0,@loyalmoses my mini came with 10.5.6 - how do I get to 10.5.7?  ,,
4,work at 11:45-7:15  then coming home,,
0,today needs to be Sunday ,,
0,TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside. ,,
4,Sarah... Know how much it means to me. ,,
0,@JackPierce  I have pale and sensitive skin so burn easily ,,
0,@LeeTR71 im pretty sure i failed everything ,,
0,I think my Twitter is broken ,,
4,got 2 interviews today. i'd say it's been a really good day! ,,
4,is so happy that she gets to keep the blue rocket next year! ,,
0,MISS YOU SOOOO MUCH!  ,,
0,i just tried to win Miley Cyrus tickets via a radio show. I was competing with all of the ohio river valley... i didn't win. ,,
4,@Michaelturnbull I am thinking Criticize then Addicted to Love  your list made me go and spotify Stacy Lattisaw's Jump to the Beat!,,
0,"Back from York, good trip, feel good about the new task. Looking forward to Holland Friday, not played much poker ",,
0,"an ad for PITCHMEN, the program that I'm watching that's wonderfully captioned - ISNT CAPTIONED. ",,
0,Its pourin wit rain... N my clean car is parked out in it ,,
0,WAITING... FOR THE ENCOURAGING E-MAIL TO FEEL BETTER! ,,
4,@maaria_khan Dudeeee Im on msn now but your not &gt;.&lt;  Tweet me zee link ,,
4,@laurenlindemann    you should try twittering,,
4,@r0ssi Youï¿½ve got mail ,non_english; ,non_english; 
0,iPhone update complete but now none of my apps as soon as I start them they close a second later  anyone else had same issue??,,
0,My back is Killing me!!!!!!! ,,
4,"@youknowkennylo Well not the ONLY way, but its the most fasho way.. das y u gota stay focused! ",,
0,I would love Saturdays so much more if I didn't have to work!! Hate when work gets in the way of fun!  ,,
4,@overheardatmoo I loved the cards I ordered plus the sticker book. Used my photos for cards &amp; loved the way they printed. recommended ,,
0,missing my baby girl ,,
4,@CorkyIsCrazy Night ,,
0,"@donnamcaleer Unfortunately, given that UConn has won every game this season by double digits, I don't hold out much hope for that. ",,
4,getting ready for school.. still half asleep. only three more days!! ,,
0,@raydee yeah i mean c'mon! im not jealouse at all! ,,
0,I can't believe how ur close friends can just be the biggest jerks to you when what ever happens isn't even your fault ,,
0,@CalelikePale agreed...  I hate it ,,
4,http://noloveinthebigcity.blogspot.com/ - updated for your reading pleasure - or not. Doesn't matter ,,
4,@aka55 What do YOU want though hon? That's the most important question. ,,
4,"hi twitter ive missed you.  trucco for breakfast, and then sleeping at S's for the rest of life.",,
0,"@eddieizzard sheffields boiling, but revision and feeling ill has left me stuck in my room ",,
4,@skibumbrian777 no see? hawaiin pizza is just wrong - it has warm pineapple. and ham. try harder next time  #B.. http://tinyurl.com/m5sso9,,
0,had a great day yesterday with Tim and a good evening with Anna now just has today by herself  Xx,,
4,Is so excited for Stef to come visit!  Watch out Denver ,,
0,&quot;You have to be aware of the outcome of your actions eric .&quot;  ,,
4,@Char_SOS  I hope it works. Woot! ;) Dream world is a bit fab lol,,
0,AAAH i'm going to be all day waiting to print notes ,,
0,back to work ,duplicate_text; ,
4,Water is good. Yum. ,,
4,"@realmfox Hey Megan!    Just wondering...if you had to choose your fave city in Europe at this point in time, which would it be?",,
0,"@fryfan20 but of course I see no point to saying constantly &quot;Oh, it's awful!&quot; Of course it is. Ugly thing - revolution... ",,
0,@greercadie yeah i'm a sexual lil girl ,,
4,@MelissaPaige I might just join you ,,
0,paperwork     I need a minion for this.,,
4,@ComplicatedMama re 4 columns in tweetdeck ~ 4 columns fit perfectly in seesmic ~ including fb if you want it. ,,
4,Up early as hell...lol  plus a migraine! Yuk.  Anyways at work lsaving away as always...    whats up??,,
4,Wonders If The Universe Is Friendly Or Mean..Or does it all depend on its mood ,,
0,"@crazymokes I've done some silversmithing. Just remember if a piece of molten metal rolls on to the floor, don't grab it. I did this ",,
4,"@wilnichols Like, really ",,
0,@rlprice Awww did I miss the fail? ,,
4,@RopeMarks Close! Pretty darn close ,,
0,hope the airfrance jet turns out okay  sounds like Oceanic flight 815 :o,,
4,wondering what excitement awaits me today!  looking forward to it!  ,,
4,"@selenagomez Head First is soo cool, i love the your new song!  i'm brazilian, i love you! you're so beautiful, you're good singer!",,
4,@Feego16 Wow that's great! Well done! ,,
4,@SperoAmor noia! Oh dear lord. Hell no I'm gonna be cool ,,
4,"hate leavin home; ugh santa rosa youve been great to me! gonna miss my fam, in 2 weeks i shall return ",,
4,yey! my facebook is fixed na  kala ko may nag hack! whew!,,
0,"I hate Dallas mosquitos. They are eating up my skin. Dallas people, any suggestions?  http://twitpic.com/7nmbi",,
4,@coy0te no orange sweetie x nice that your happy ,,
4,got a new phone. same number but i dont have anyones number so can u text me saying its you? thannks ,,
0,today has been so annoying first i walk to get hair dye and they don't even sell it and then the gym was closed ,,
4,@fedgrub how could i forget i remember you putting it into your ipod haha and it came up on like every dayy ,,
0,"Sad she wont be @echohattix little helper today   , but will reunite soon!!!! awww man... sorry sis, &quot;Marcus&quot; has left the building..lol",,
0,is enjoying some GTA4 after the semi-boring 1 vs 100 Beta.  No Microsoft Point prizes until July or so.  ,,
4,@MacGhil must have been a moment of weakness ,,
4,"@cathy_cochina40 hello  how are we?? hmm yeah after 12 hours at the airport than 6 hours on the plane, jeepers!",,
4,@CTK1 ye ask and she shall receive ,,
0,"beautiful sunday, wish i was spendin it wit Bookey! ",,
0,begins the journey to Lufkin. No tweeting while driving so no messages for a few hours ,,
4,I have a new pair of shoes  so white ehhhh. Hmm. FOOOOOOD.,,
0,@branewurms I'm not poor ,,
4,"Had a great weekend in Donegal - highlight was going fishing off the rocks and catching mackerel, which ended up on the bbq ",,
0,"@whalec I'm already up to 13.9Gb... Mind you, I was 28.6 until iTunes ate half my music ",,
0,i feel like summer will be over soon ,,
4,going to disneyland tonight ,,
4,Today it feels like a Mando Diao-Day? ,,
0,Cran-Grape for lunch ,,
4,"I will go to Kurume, Japan in July via language exchange program - I am So excited!!!  -&gt; lotta work to do *sigh*",,
0,My grandmother has Pneumonia and they admitted her into the hospital ,,
4,schï¿½n  bodypainting 2009 Its realy a nice formation: http://www.cropcircleconnector.com/2009/clatford/clatford2009.html,,
0,tummy ache ,,
0,@heathyrh I agree!  We need it now haha but gotta wait until July ,,
4,@andyclemmensen ..... well i said that cos obviously Shaun &lt;3's himself alot... so i &lt;3 you alot  hahahahah,,
0,ainÂ´t no sunshine when sheÂ´s gone.... ,,
0,@_CrC_ Soooooo jealous!  LOL!  I just sat through HOURS of dance recital madness!  No @NKOTB for me 2night and I am sooo close to Camden! ,,
0,"Yep. Worst morning in a long time. If you see my wife, be sweet to her. Her morning was no better. ",,
0,is in Obergartzem/Euskirchen. Yesterday in Maastricht -&gt; nice city with a many nice sneaker shops. But no money so far ,,
0,@spicycauldron &quot;Sob!&quot; ,,
0,"Effin' RRoD :@ I requested a repair but I can't find a bloody box and as it's a bank holiday on Monday, I can only send it off on Tuesday ",,
4,power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,,
4,Annyeong everyone!  (It's either Hi or Goodbye; but I just want to say HI) D,,
4,http://twitpic.com/4h3l8 - it is cos i'm cool?? yes it is ,,
0,"@samanthamry because I have to clean up all my photos, I just have too many.I only have around 70 left. ",,
0,@kuyachickboy jerk! it's not that funny ,,
0,Hey there @Rpatz4MTVaward found out that i'll only be watching the awards on the 7th here in south africa! ,,
0,On my last full week of school. Next week: Exams! ,,
0,@geeinbetweemo YOU MADE FUN OF ME WHILE AT SIX FLAGS  im hurt,,
0,@Jinxx_ your mean ,,
0,Nobody is twittering ,,
4,"wow, i have won the final match at mojizu.com!! ",,
4,@Heltory i am chilling it out in my flat drinking hot chocolate ,,
0,I have a cold ,,
0,work was horrible. so damn busy. why???WHY?????? sore now ,,
4,cuddys with my buddy mike ... obviously not recovering from the long drunken weekend ,,
4,watching larry king live. ,,
0,My friend Maegan Aguilar is not having a good time.   http://bit.ly/ne4cV #marcabaya #maeganaguilar,,
4,@danphelan hi dan! i'll start working on yours soon ,,
0,"just saw some pics of me in my ensemble, not my best outfit  I looked way better last meet, eh, next time. MPsy &amp; Pockets look AMAZING! ",,
4,"@AllyAyr hmmm, but still better to have quality ",,
4,The Beatles - Here Comes The Sun. ,,
4,@Terry_McFly ur gonna b past bored n vegas..see ladies my husband gets his hustle on...  ,,
4,Heading out to school. first school day as a 14 year old ,,
4,getting an early start on my Bday!  29 - wow... last year in my 20s... gotta live it up!,,
4,UK is ready to host the 20-20 World cup starting on the 5th June ,,
4,it's on babbbyyyy!! Watching the PENS game!!  ,,
4,@jonathanrknight ......... ,,
4,"@ericjstar Yep, I am crazy about jazz and Miles Davis especially! ",,
0,@mattlepub no! Still waiting  looked into a manual 'update' but it sounded a little on the risky side... best improvement?,,
4,@inmediasrays Goodluck!! ,,
0,@ksanch22 next Saturday we have Cirque le Masque so I can't do this weekend or next weekend ,,
0,is all alone ,,
0,"@PaulKCMF I want to kill the ex at the moment, but I'd get in trouble for it ",,
4,@thisgoeshere haha  #andyhurleyday,,
4,there are a lot of quotes from last night that could sum up last night- but I'm just going to say it was a really good night. ,,
4,Good morning #smiletuesday go on make someone happy ,,
0, no new anime releases tonight that I watch.,,
4,Anyone going to Launch: Silicon Valley next week? Worth going? Let me know! ,,
0,I got sand everywhere and am in the worst mood ever  i hate feeling this way,,
0,only 15 mins to go thank heavens - it really has been one of those days where I think i have been going backwards ,,
0,Sigh. Do I need to stock up in Red Bull Cola now that news has found out about it? I can't imagine it being available much longer now ,,
4,chatting @MyChemChat ,,
0,"When we did this clients party last year it RAINED BAD, and today another rainy day for the same family.  I feel bad for them ",,
4,"@Astro_127 Fingers crossed, and all the best to you. Like millions, I'd love to be in your shoes. Maybe just for the launch part though. ",,
4,@Mr_LasVegas Awwww ur sooo sweet!  ,,
4,@jeremygood And we're excited to have you back!!!  ,,
4,@BrittanyRenae01 OHHHH YA!!!  I added them on my album.,,
0,Bummer...we just learned that we won't be able to ride the camels due to the recent rains.   #DSAA09,,
0,@captainfromCDU Creepier because you know where I live ,,
0,@shannatram  @alice_ash we ate already  but if you wanted to come over with food no one would be offended,,
0,lazy day. wish i was at bamboozle but hotel was too much $ ,,
0,I'm really not good enough for anything ,,
0,@Alexrich1  I laid out...fell asleep....now I have lobster-ness ,,
4,@martingoode haha - who have you been talking to about me and what have they told you? lol It's all lies! ,,
4,"@LisaTroy Oh.   Thats so much a non-issue I didnt even think about it.    Lil' Will is totally misogynistic, I fear.",,
4,just got payed; yay ,,
4,@RobertShippey That would be great. ,,
0,"100.7 fever at 4:12 a.m...great, now I'm miserable and am going to have to cancel the puppy play date  I suck AND feel doodoo",,
4,@Jonasbrothers omg! cant wait! ,,
0,needs heLp from a wordpress theme expert  http://plurk.com/p/ywsk3,,
4,"Busy, busy, busy catching up with the weekend! Also, is it wrong that I thought Eurovision was great? 'This is my moment' ",,
4,@webmaster_ref yay! I'll see you there and we'll see about getting together some too ,,
4,@ddlovato it's 9:42 Post Meridiem in here now! ,,
4,"@aliaputri banyak you follow. ahahaha omg, that sounds soo broooken ",,
0,The last time i wore these shoes i was standing in the desert ,,
4,@trakin indeed something to be proud of! keep up the good work ,,
4,@bonbonita Fed Extraordinary? ,,
4,"@AprilRoxX I bet he'll have to do some kind of straightening for CR2, luckily  AND YESS TO THE RED SUIT",,
4,"In addition to the comfort factor, there's also the 1) libertarian and 2) laissez-faire in me that contribute to my dislike of helmets. ",,
0,I'm loving the E3! I wish I was in LA right now ,,
4,"the sun is in the sky and it is gunna be a glorious day, so pur urself a coffee and vote for @tommcfly http://bit.ly/VwV6H ",,
0,@catcatherino  why?? facebook message me? xx,,
4,@pandapoo ...hence why I am on Twitter rather than doing the exercises!!! I think Phil is going to excuse me tomorrow ,,
4,"Funny, I look back at my videos from a year ago and realize how much comparison there is to my recent videos. ",,
